Title;Authors;File
A Plan for Sustainable MIR Evaluation;Brian McFee, Eric Humphrey and Julián Urbano;articles/257_Paper.pdf
Go with the Flow: When Listeners Use Music as Technology;Andrew Demetriou, Martha Larson and Cynthia C. S. Liem;articles/068_Paper.pdf
A Look at the Cloud from Both Sides Now: An Analysis of Cloud Music Service Usage;Jin Ha Lee, Yea-Seul Kim and Chris Hubbles;articles/087_Paper.pdf
